Rating,Review,category
1,repair in the product without reach the guarantee measures,
1,frustrating,home
1,Phone is exploading . Over heating problems,mobile
2,shocking ,fashion
2,not worst and not best ,books
1,Product quality is not good. It s looks like footpath market.Amazon packing and delivery is well.,toys
1,careless staff,fashion
4,Not ideal for toddlers the paint from their smiley ball rips off when kids teeth it. Taking value of money into consideration this should hardly be in between 50 to 90 & that s it. There are better products available.,toys
4,Good one,toys
2,The worst phone and got the worst service... No service is available for this item .. ya that is amazon no good product ... I swear I won't ever purchase any electronic product in Amazon ...,mobile
5,I love it,clothing
2,delivery issues,fashion
5,Manageable,fashion
3,It s really such a nice product for 2 years babies  they enjoy a lot   good quality for this price  thanks to Amazon!,toys
4,The puzzle is very nice....,toys
1,Cheap quality plastic product,toys
5,This induction has gone totally below expectations. As i bought it 3 months ago and it has started creating problems while working  few days after only.. moreover its plastic body has cracked from some points.. It is really pathetic. DO not buy such appliances..,home
4,Worth for the money,toys
1,Product is not good,fashion
1,Need to improve thinness,toys
5,I ve been using this product for over 2 months now. It s quite nice. Lightweight and easy to handle and given with so many options (gravy/boil/roti) . It s a boon for all the hostelites. Pre & post lockdown period it s just difficult to order food from outside. So just brush up your culinary skills. It may help you fetch your hunger pangs and might make u a good ????ƒ????cook,home
5,I don t like itWaste of money,fashion
3,thanks for this toys which is liked by kids so muchbut packaging not good . product came in ust a polithine wrap,toys
5,I love it,clothing
2,Smiley at the top of the cone is usp for this toy. My 4 month old baby smiles everytime she sees it.,toys
2,Very light weight and due to this it s not stable ..,toys
3,Nice fr kid dontbthink just go fr it,toys
4,Just finished reading. Great book. Not too long but great points brought to the readers attention. There is a lot of great information that can be used in different areas of a persons life. I think I will buy some extras and hand them out. I know a lot of people this book can help.,books
2,dont buy it.,toys
2,colour is too bad,fashion
4,Everything was good except for the top ball with smiley on it. It was so loose that if you try to pick up the complete set of rings you can t and the reason was that topmost smiley was not getting locked properly while putting it over rings.,toys
1,I hate this product,fashion
2,not worst and not best ,books
2,Top smiley was missing  so requested for replacement.,toys
5,wow nice quality and product,fashion
2,shocking ,fashion
4,Light weight... My one year old daughter uses it... In a month she is able to insert the rings on own.. But not in proper order... Colour is so attractive,toys
1,dirty ,fashion
1,Product is not worth the price.Its a Rs50 toy.Cheap quality plastic used to made it,toys
3,you can buy it ,mobile
2,bad,mobile
5,Value for money,fashion
1,Battery is low performance,mobile
1,Bad product,fashion
4,Yes it is very good.,mobile
2,not having proper response when I am contact with director,fashion
5,I love it,fashion
1,bad response,fashion
2,dirty ,fashion
5,Nice,fashion
3,Its an average ,mobile
5,Good product i love it,fashion
5,I bought this product in Sept 2018 and now it s creating problem in Jan 2019. I called StoveKraft and Pigeon offices for a week now and you know what  their service department has not answered my calls even once. No complaints have been registered and now if i call them  my number is getting dropped all the time. My product is in warranty but i m unable to get my product serviced. Neither Amazon nor the seller Cloudtail is able to help me in my situation. Let Pigeon be a good brand name  but for a customer like me  you are nothing but a piece of crap if your are not able to service me better...,home
5,feels good about it,fashion
5,Good.,fashion
2,Battery is draining fast. Mic is not good.,mobile
